PaymentMethodID,PaymentType,Provider
PAY_004984,Cash,MasterCard
PAY_004985,debit card,Visa
PAY_004986,Mobile Payment,PayPal
PAY_004987,Cash,Amex
PAY_004988,Cash,MasterCard
PAY_004989,Cash,Maestro
PAY_004990,Mobile Payment,Visa
PAY_004991,Cash,Visa
PAY_004992,credit card,PayPal
PAY_004993,debit card,Visa
PAY_004994,credit card,Amex
PAY_004995,Mobile Payment,Amex
PAY_004996,Mobile Payment,Amex
PAY_004997,Mobile Payment,Amex
PAY_004998,credit card,Amex
PAY_004999,Cash,PayPal
